evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,symmetry_score,smoothness_score,durability_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
12,True,84.22466897267093,0.0,0.06155168041185619,4.739384575534768,0.02910460268960375,3.2393845755347677,0.6046753723193637,8.61632825240988e-33,0.008604954155917114,0.0,Load Case 2,5.0,0.4947748238941454,0.6258777939230952,0.4947748238941454,0.5911890122019013,0.7656040819000085,0.5911890122019013,0.09012153648924054,0.08272451242312269,0.34325809433091137,0.08272451242312269,,249.68619477819684,4.0,9.531964721214242,4.0,0.013950074671593682,4.0,0.005646002008649163,502.1749052157163,5.0,4.739384575534768,5.0,0.02910460268960375,4.3500000000000005,0.013095025191361964
13,True,413.09344092138616,0.0,0.07691447182361909,8.683028611838164,0.009664106394352964,7.183028611838164,0.7069873688382132,4.400218637361452e-33,0.00626854194489207,0.0,Load Case 2,5.0,0.8459934033616452,0.9500339933555219,0.8459934033616452,0.9340912619592874,0.6944950236352903,0.9340912619592874,0.08022555733511866,0.3568995106543196,0.31433111210702996,0.3568995106543196,,223.77749973690615,4.0,10.635564356551269,4.0,0.009246601394309632,4.0,0.00329716990984108,274.0979105787103,5.0,8.683028611838164,5.0,0.009664106394352964,4.28,0.004018014483966187
14,False,232.23965536742912,0.0,0.08762917373086086,6.8840143600093535,0.005647697168947186,5.3840143600093535,0.6763154845683276,1.366791675188059e-32,0.03402936530520487,8.443868424631643e-05,Load Case 2,8.0,0.5624253079850507,1.0926608391764991,0.5624253079850507,0.9573775111967923,1.374200523737548,0.9573775111967923,0.09732667602249592,0.6500911347900683,0.4902810098733081,0.6500911347900683,Durability check failed: width ratio 1.943 exceeds 1.900.,83.35205286989424,0.0,28.55358588126181,0.0,0.00230524838269712,4.0,0.0009896634798111092,345.7285060045642,8.0,6.8840143600093535,8.0,0.005647697168947186,4.46,0.0028815571017158648
15,False,136.7815188504649,0.0,0.05222085850144407,5.629682177275493,0.019381072174858686,4.129682177275493,0.636708593872615,1.412018135316372e-32,0.0356787567779333,0.0012309454923959621,Load Case 2,5.0,0.45229446479059643,0.9332127838542997,0.45229446479059643,0.48317227547675345,0.6291150229165732,0.48317227547675345,0.08137123375482264,0.3437913148130582,0.6290152104890939,0.3437913148130582,Durability check failed: width ratio 2.063 exceeds 1.900.,294.76976666807013,4.0,8.074098055924555,4.0,0.019381072174858686,4.0,0.008168148624413547,422.75921180897114,5.0,5.629682177275493,5.0,0.018560520315618324,4.46,0.009533231560155536
16,True,12.640715636540907,0.0,0.06621201089343828,2.7434784610298157,0.0302078239934497,1.2434784610298157,0.5730779740633807,8.457257592441312e-33,0.013389567882183073,0.0,Load Case 2,8.0,0.4714696808286518,0.5003819284058981,0.4714696808286518,1.3766049723003522,1.081274261348983,1.3766049723003522,0.08447507550369512,0.8046815682778531,0.02179659994570326,0.8046815682778531,,172.7310775094381,4.0,13.778643856777629,4.0,0.004883986412755357,4.0,0.0017620969605039972,867.5118226029822,8.0,2.7434784610298157,8.0,0.0302078239934497,4.2700000000000005,0.012424006481900896
17,True,1.3586168741050277,0.0,0.035996263092726966,1.8871183291745217,0.10255717225385849,0.3871183291745217,0.340547663152573,1.391342496000887e-32,0.015147075486378392,0.0,Load Case 2,5.0,0.3513083198776112,0.4337166983441753,0.3513083198776112,0.7678436460565385,0.49947929148278797,0.7678436460565385,0.070314536073463,0.22768095644669586,0.5055015865638303,0.22768095644669586,,775.2666538110896,4.0,3.0699114792314264,4.0,0.04169225892170989,4.0,0.014470169424750379,1261.1821755984313,5.0,1.8871183291745217,5.0,0.10255717225385849,4.29,0.04290824020983797
18,True,140.18323450161074,0.0,0.09378480788540998,5.681274487269845,0.024965779336425867,4.181274487269845,0.6362955827483434,6.612797089995161e-33,0.007651788712556307,0.0,Load Case 2,5.0,0.48637231532785524,0.5579325507331154,0.48637231532785524,1.1735948618260905,0.8661976935058774,1.1735948618260905,0.11532840972626743,0.12397179688946652,0.35190243089483536,0.12397179688946652,,193.73367901203886,4.0,12.284905815741535,4.0,0.006446855654220216,4.0,0.0022816903966462604,418.9200865638366,5.0,5.681274487269845,5.0,0.024965779336425867,4.28,0.010394004676782254
19,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.8330408707746596,0.9758136255873018,0.8330408707746596,0.37627811818496276,1.0051091950996391,0.37627811818496276,0.1199707334997879,0.024863942117336203,0.2335262489747805,0.024863942117336203,Web openings are too large; keep a remaining ligament larger than 0.120 in.,,,,,,,,,,,,,,
20,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.6699539368937606,0.9489538450536491,0.6699539368937606,0.6488985080901704,0.9670969125114666,0.6488985080901704,0.07755299841901801,0.8812233847506609,0.09475912740949653,0.8812233847506609,Web openings are too large; keep a remaining ligament larger than 0.078 in.,,,,,,,,,,,,,,
21,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,invalid,nan,0.9337058300387043,0.8929045715912625,0.9337058300387043,0.8257226488825956,0.4753745436595267,0.8257226488825956,0.08896679103941094,0.5549386762941217,0.6737192951719547,0.5549386762941217,Web openings are too large; keep a remaining ligament larger than 0.089 in.,,,,,,,,,,,,,,
