evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
1,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.9007523717294523,0.6223500475270187,0.9858805312339128,0.6173209513911024,0.4267981522399249,0.41181258049400904,0.09508082985734775,0.7519530639832579,0.7749390027930819,0.248595762319626,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
2,True,1252.5011906790671,0.0,0.10878254947950124,17.323777042932264,0.00804238288991054,15.823777042932264,0.8656172148739547,Load Case 1,3.14,0.7131674391577297,1.2009962665586855,1.0475301296575399,0.42748451098394646,0.7359442383433934,0.7855167435386108,0.1119316500989205,0.2742509612759254,0.21590957291267784,0.48857367040907784,,137.38343515399777,3.14,17.323777042932264,3.14,0.00804238288991054,3.62,0.00394599817501329,74.1011763521846,2.49,32.118248550987204,2.49,0.0020026712521596284,3.17,0.0011208364342428613
3,True,1352.819345701158,0.0,0.17719499800455696,17.945042454459486,0.006666153627968272,16.445042454459486,0.8900881165578679,Load Case 1,4.0,1.479710364278417,0.9657233003402558,1.3779533036469145,0.6283065981509004,0.7436886886123721,0.4707883227427669,0.17020625829378977,0.08142935951245597,0.268533393203926,0.09875137954961087,,132.62715906300633,4.0,17.945042454459486,4.0,0.006666153627968272,4.14,0.002798401095692807,43.09381271826165,2.49,55.22834601709398,2.49,0.0014174518432920565,3.7800000000000002,0.0005560368883704692
4,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.0123024261812188,0.5822403052060591,1.2694096101682208,0.4354190367458762,0.7580863486376717,0.5823620996125568,0.14697235071239897,0.7342723630629965,0.1656327799438612,0.45032557738737716,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
5,True,322.7288013303645,0.0,0.06169914984975039,9.528810439660846,0.01004598362905551,8.028810439660846,0.7162336009596294,Load Case 1,4.0,0.628005908411988,1.1743756649698707,1.0077569942403617,0.8884092789151724,0.7130152095225042,0.7834539710211484,0.06246629907384814,0.31115595520530276,0.5810036521386047,0.22835511778805798,,249.7688473362799,4.0,9.528810439660846,4.0,0.01004598362905551,4.0,0.0037455708617461685,117.07680750497994,2.49,20.32853517891462,2.49,0.003073937244358663,3.3200000000000003,0.0015937286295573951
6,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.115962723740251,0.554629832894487,0.47677979452647146,0.8917159389331075,0.5578333942018441,0.5189529133117011,0.16996225039677437,0.24008411310488276,0.6171600893862728,0.7559349230866648,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
7,True,33.663362441376734,0.0,0.030463990190057137,4.0825985969708505,0.030007117312801933,2.5825985969708505,0.5676417716152933,Load Case 1,4.0,0.5579174322997693,0.35990387407385255,0.6572744915568332,0.7293573905566078,0.7400827741669336,0.394722210320463,0.060520468502839576,0.5922669805903865,0.6812845619533255,0.34355277440573617,,582.9620383855222,4.0,4.0825985969708505,4.0,0.0281924833394417,4.18,0.012021963801522872,425.37438530555204,2.49,5.5950712647881105,2.49,0.030007117312801933,3.72,0.011921216020528315
8,True,1907.4056124607125,0.0,0.11118544511576102,21.02868298168418,0.004117759907594128,19.52868298168418,0.8942640399795305,Load Case 1,8.0,0.40189521935021344,1.578985681735754,1.180289747163298,0.7897369177868105,0.9507469841388095,0.5499647513840906,0.09625756336573943,0.20316054769511696,0.3339564127216139,0.4440239958345119,,113.17874743144692,8.0,21.02868298168418,8.0,0.004117759907594128,4.04,0.00181063259950473,111.22015837358416,0.0,21.39899848016466,0.0,0.001357277848045715,2.88,0.0009659027417071285
9,True,957.513465345546,0.0,0.08652300491881922,15.334693201495986,0.00791456918113604,13.834693201495986,0.8665248860621169,Load Case 1,4.0,0.8578597437563782,1.4818077845053637,0.5071665220803842,0.629549591269878,0.7040375242374379,0.8436517937574646,0.08147600040317188,0.08256913077325788,0.3187875120076947,0.4193532240804453,,155.20362675190773,4.0,15.334693201495986,4.0,0.00791456918113604,3.91,0.0032386611841490175,64.3518089810221,2.49,36.984197300527825,2.49,0.001630098279669838,3.59,0.000815505092298368
10,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.39138646196753957,1.046058738486699,1.0826875432683787,0.4009590875596044,0.6985439198377215,0.49161514717401505,0.1135098221842066,0.37228888847170183,0.6804880117472808,0.4141117856845994,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
