evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
18,True,0.11526942178080153,0.0,0.11526942178080153,27.212823186878182,0.0020436207251440797,Load Case 1,4.0,1.3172398323658812,0.8600359606905504,0.7075670009424835,1.3819785630351133,1.283907628598187,1.27152070362118,0.1101799896121719,0.589741375115958,0.5599851344084534,0.3787247116816922,,87.45876837753526,4.0,27.212823186878182,4.0,0.0020436207251440797,4.11,0.0007962326464872743,59.936361657413656,2.49,39.70878335264471,2.49,0.0017303306020395202,3.99,0.0006735784112412921
19,True,0.20494399668671598,0.0,0.20494399668671598,42.05078828374319,0.0013793235629272192,Load Case 1,4.0,0.7910812349912898,1.3215509151872662,1.4654170090057665,2.1635004723829043,1.1502026123158173,1.1829509023595979,0.13640077696156744,0.3572013588512417,0.09072071237177882,0.40302535190394306,,56.59822555383835,4.0,42.05078828374319,4.0,0.0013793235629272192,4.18,0.0005347342535312345,39.306883533263345,0.0,60.549191033828244,0.0,0.000702995642419064,3.43,0.00033905854966593857
20,True,0.18545116027554856,0.0,0.18545116027554856,30.757564345639004,0.0017538712013055306,Load Case 1,4.0,0.9214400628819011,0.938336841048776,1.5678737962087905,1.2834735210687147,1.1408669977445207,2.1856445391800223,0.13232668935001313,0.14625654128010065,0.2665946233253736,0.354510992832529,,77.37933905476658,4.0,30.757564345639004,4.0,0.0017538712013055306,3.7600000000000002,0.0006834595373407456,49.06646383630376,2.49,48.50563529379639,2.49,0.001362446708207457,3.4,0.0006240504778248172
21,True,0.3040540029742126,0.0,0.3040540029742126,70.40826931162444,0.0009140004586324043,Load Case 1,4.0,1.5098958479021398,1.5874380896501885,1.5365711761221188,1.0875457017597694,1.332594681338799,1.1323344042227992,0.18431229019065534,0.0632555226616897,0.21372382554326383,0.04350527177962365,,33.80284763805522,4.0,70.40826931162444,4.0,0.0009140004586324043,3.98,0.00036171854174370883,17.76031450231326,2.49,134.0066359573761,2.49,0.0003206377759608735,3.56,0.00014560993510512535
22,True,0.1536473193454072,0.0,0.1536473193454072,42.26160919970999,0.0013505140580165678,Load Case 1,4.0,1.3570772040089978,1.0900023777318273,0.8693756170794381,1.4847705078528037,1.444249596082896,1.3043340438209263,0.10585303222412894,0.5079501235198919,0.14041157172622143,0.16852496464846092,,56.315886807649825,4.0,42.26160919970999,4.0,0.0013505140580165678,4.11,0.000539940303784887,37.17360081874341,2.49,64.0239295516396,2.49,0.00098805294072672,3.87,0.00039489476440857584
23,True,0.19776754489838985,0.0,0.19776754489838985,60.31508587368745,0.0009576359683827708,Load Case 2,2.49,1.0576256389787446,0.9542186479404351,1.408551515456957,1.0180254133422464,1.7346937120833248,0.8539361973193973,0.15261347781300533,0.47238721878480155,0.2954894712622816,0.1884817926852336,,37.72208523762007,0.0,63.0930126213287,0.0,0.0009576359683827708,4.01,0.00041051429176710945,39.45944808872897,2.49,60.31508587368745,2.49,0.0009448522844699461,3.49,0.0004334687854531966
24,True,0.24671478298194888,0.0,0.24671478298194888,40.115223651433254,0.001769626167905263,Load Case 1,4.0,0.7190321066768043,1.2922035859396122,1.4522316074841113,1.6962476807555251,1.0023030841714131,0.8909619014815923,0.19924955632707841,0.4739863866487194,0.23194031127475828,0.08285636208878956,,59.32909711984034,4.0,40.115223651433254,4.0,0.001769626167905263,4.2,0.0007092812213467699,53.16887874417124,0.0,44.7630278504023,0.0,0.0007255581968268009,3.34,0.00036752460844975243
25,False,inf,inf,inf,0.0,inf,invalid,nan,1.4310343100969338,0.8217165102421806,1.0565690477442027,0.7684796832538655,0.7013141670216926,0.9541133392728429,0.17132030506539336,0.5038081812698094,0.6210442228927388,0.09376937805667364,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
26,True,0.21134522804432546,0.0,0.21134522804432546,27.861102385106392,0.0016132930423964791,Load Case 2,0.0,0.7080463015945455,1.414797319581241,1.3254767746410923,1.7753041954807838,1.0936285935407115,0.8041163090050885,0.1647702872545456,0.6647300928586115,0.2224474529069697,0.011721847671238234,,52.921192880139415,4.0,44.97253123886368,4.0,0.0016132930423964791,4.29,0.000698968979622426,85.42375556798743,0.0,27.861102385106392,0.0,0.00065300994052583,3.35,0.00033771160188765986
27,True,0.3160050057976782,0.0,0.3160050057976782,104.34888788195548,0.0004362371849208819,Load Case 2,0.0,1.1023215045275871,1.5769220094539476,0.9465954309070556,1.5551742016509447,1.810816906889555,1.6057186372313228,0.18911228479366546,0.42810143621147223,0.005156550291470606,0.48985794322347587,,20.267156977727492,4.0,117.43136951154477,4.0,0.0004362371849208819,4.0,0.0001745005707756795,22.808101248691518,0.0,104.34888788195548,0.0,0.0003149180223817028,3.5300000000000002,0.00015320324105427033
28,True,0.15876347265281837,0.0,0.15876347265281837,32.462763720384125,0.0017204605625495916,Load Case 1,4.0,1.5473148051071512,1.17925898448159,0.7954474249329323,1.997974275269907,1.2668735354746152,0.7538220292373404,0.1285710668256398,0.3958777598978134,0.6535451192504521,0.2068193155186253,,73.31476828343924,4.0,32.462763720384125,4.0,0.0017204605625495916,4.5,0.0008427636019854925,36.14815118967274,2.49,65.84015839459995,2.49,0.000834403703760333,4.16,0.00036910836298843785
29,True,0.13436356841620825,0.0,0.13436356841620825,40.902528150462174,0.0015817057295904233,Load Case 2,2.49,0.8845455845268679,0.8413628427067696,1.009252645918676,0.7918125900371615,1.934873331017342,0.7786682579035039,0.11563043374145773,0.17537076524193734,0.5216470776749014,0.10013940247325852,,45.970648654494056,4.0,51.77216484125753,4.0,0.001173704519337851,3.97,0.0005463446250656577,58.18711232824143,2.49,40.902528150462174,2.49,0.0015817057295904233,3.49,0.0007503721402448364
30,True,0.2053762314620301,0.0,0.2053762314620301,48.893263368907526,0.0007564855213253312,Load Case 1,4.0,0.7631919868009063,1.3388381313781093,1.2689936695291006,1.9363488146254313,1.5216083885010103,1.556085866922162,0.15396668769201613,0.07674190805880891,0.6700352189438543,0.6162756402798503,,48.67746261979933,4.0,48.893263368907526,4.0,0.0007564855213253312,4.0600000000000005,0.00028716885707323267,33.47632460855023,2.49,71.0950209687034,2.49,0.0005901571924893066,3.36,0.0003000679761650981
31,True,0.1546057250672389,0.0,0.1546057250672389,36.71785533672204,0.001505950453109172,Load Case 1,4.0,1.5389349693333427,1.1146275500597658,1.2318365208582076,1.1930872608441505,1.2557500280568668,1.7307946411610216,0.1177382837226139,0.6959614918483468,0.30026737476422244,0.6457521083090185,,64.81860060110125,4.0,36.71785533672204,4.0,0.001505950453109172,3.89,0.0005755930069694229,38.47036120400534,2.49,61.86580852150164,2.49,0.0008430688651434266,3.73,0.00034296451472976144
32,True,0.11802709381027986,0.0,0.11802709381027986,16.959700924344542,0.0030684952179991795,Load Case 1,4.0,1.0383478775439152,1.1659053962627093,1.0679389376747976,0.9740458053803154,0.9506770882122058,2.127503875483236,0.09817359346330956,0.02059578574042504,0.6954536035759883,0.41151950221725536,,140.33266333038134,4.0,16.959700924344542,4.0,0.0030684952179991795,3.73,0.001233378764689716,58.93805442309466,2.49,40.381380473044686,2.49,0.0013588265065662608,3.48,0.0006234976870352756
