rank,source_run,source_evaluation_id,rank_score,weight_lbf,min_fos,max_deflection_in,fos_3to7_std,fos_3to7_range,wall_thickness_in,max_web_opening_ratio,min_print_web_ligament_in,min_shell_area_ratio,max_dim_slope_in_per_in
21,print_safe_contiguous_closed_tube_seed2502,1062,0.04179259,0.04179259,1.84627068,0.10640477,0.49850683,1.92891889,0.06000000,0.00000000,0.18383831,0.42729584,0.03573082
22,continuous_uniform_both_load_cases_9in_corrected,462,0.04276718,0.04276718,1.60570990,0.09553673,1.16090131,4.53097507,0.04628653,0.00000000,0.11791531,0.22548495,0.08476618
23,ultra_light_run3_lowheight_seed2426,1547,0.04289002,0.04289002,2.97084633,0.05188322,0.77476475,2.21743135,0.06015512,0.00000000,0.18852112,0.36952561,0.10568171
24,print_safe_contiguous_closed_tube_seed2502,1018,0.04290839,0.04290839,1.64852604,0.14059587,0.54436168,2.24011193,0.06000000,0.00000000,0.18952747,0.40329030,0.06764030
25,print_safe_contiguous_closed_tube_seed2502,1075,0.04296615,0.04296615,1.52032999,0.16349287,0.49175193,1.83752433,0.06000000,0.00000000,0.18000000,0.45328767,0.06730477
26,ultra_light_runA_seed2430,2692,0.04329428,0.04329428,2.48165386,0.06315034,0.57532943,2.10101194,0.06699073,0.00000000,0.09023594,0.45535497,0.04647255
27,print_safe_contiguous_closed_tube_seed2502,1073,0.04349103,0.04349103,1.73121275,0.12795425,0.47523653,1.92374421,0.06000000,0.00000000,0.21654465,0.40697423,0.03911556
28,continuous_uniform_both_load_cases_9in_corrected,93,0.04357823,0.04357823,1.99210163,0.11021499,0.58439112,2.07056992,0.04560348,0.00000000,0.29838086,0.28915385,0.07401311
29,print_safe_contiguous_closed_tube_seed2502,1089,0.04360286,0.04360286,2.18383595,0.08030943,0.88097652,3.04110240,0.06000000,0.00000000,0.18000000,0.38217930,0.06188684
30,print_safe_contiguous_closed_tube_seed2502,463,0.04393898,0.04393898,1.62891182,0.13551070,0.47033042,1.76572837,0.06404791,0.00000000,0.20428176,0.46509989,0.01477565
31,continuous_uniform_both_load_cases_9in_corrected,361,0.04406872,0.04406872,2.58540537,0.05519130,1.05934913,3.85145832,0.04484959,0.00000000,0.16284678,0.22125241,0.06600482
32,ultra_light_runA_seed2430,2223,0.04412882,0.04412882,2.41860483,0.08845688,0.63144549,2.81948550,0.06082889,0.00000000,0.16239549,0.35717379,0.03812261
33,continuous_uniform_both_load_cases_9in_corrected,604,0.04427872,0.04427872,2.90188571,0.04535947,0.99036508,3.51495541,0.04000000,0.00000000,0.29360064,0.18589532,0.04968380
34,continuous_uniform_both_load_cases_9in_corrected,452,0.04432405,0.04432405,1.80405619,0.12645688,0.46908125,1.74948942,0.06835757,0.00000000,0.09017573,0.50564119,0.09854486
35,print_safe_contiguous_closed_tube_seed2502,1350,0.04483608,0.04483608,1.69715186,0.13441921,0.48511416,2.05546229,0.06655853,0.00000000,0.17344147,0.44524821,0.06902546
36,print_safe_contiguous_closed_tube_seed2502,1087,0.04495148,0.04495148,2.17173644,0.09905323,0.41925233,1.51167702,0.06000000,0.00000000,0.18000000,0.39756346,0.05664825
37,print_safe_contiguous_closed_tube_seed2502,414,0.04501574,0.04501574,1.80372958,0.09345716,0.78453493,3.12344994,0.06074857,0.00000000,0.18302124,0.33137950,0.05163419
38,print_safe_contiguous_closed_tube_seed2502,1064,0.04502653,0.04502653,1.57266427,0.15472459,0.40332261,1.49346928,0.06962861,0.00000000,0.17037139,0.52548531,0.03183088
39,continuous_uniform_both_load_cases_9in_corrected,622,0.04544888,0.04544888,3.26582770,0.04429177,0.79361411,3.05857072,0.04000000,0.00000000,0.32233101,0.21270488,0.08194154
40,print_safe_contiguous_closed_tube_seed2502,1068,0.04559218,0.04559218,2.13541838,0.10283067,0.59177548,2.56631648,0.06000000,0.00000000,0.23816882,0.36266888,0.03130325
41,print_safe_contiguous_closed_tube_seed2502,1080,0.04563864,0.04563864,2.49374224,0.07296575,0.55677668,1.95170715,0.06000000,0.00000000,0.21722468,0.37265128,0.05942150
42,print_safe_contiguous_closed_tube_seed2502,1079,0.04574445,0.04574445,2.16816176,0.09555071,0.47269841,1.92717983,0.06027119,0.00000000,0.20014711,0.40992658,0.03366687
43,continuous_uniform_both_load_cases_9in_corrected,407,0.04598120,0.04598120,2.60993101,0.06512927,0.99427903,3.52089257,0.04232845,0.00000000,0.32311435,0.20935780,0.08892616
44,print_safe_contiguous_closed_tube_seed2502,365,0.04601292,0.04601292,1.89774035,0.10525405,0.77394272,2.71862614,0.06037632,0.00000000,0.18106615,0.40352310,0.04836636
45,print_safe_contiguous_closed_tube_seed2502,1545,0.04620856,0.04620856,2.04411220,0.10324592,0.57368188,2.08103865,0.06000000,0.00000000,0.24442329,0.39928569,0.04178526
46,print_safe_contiguous_closed_tube_seed2502,1160,0.04645915,0.04645915,1.53518177,0.15246918,0.68530161,2.48510717,0.06854982,0.00000000,0.17145018,0.46440094,0.05327281
47,print_safe_contiguous_closed_tube_seed2502,554,0.04660338,0.04660338,1.83988371,0.12021647,0.39317721,1.49510123,0.07441313,0.00000000,0.17015938,0.53915818,0.03328011
48,flat_3to7_lc2_ranksearch_symmetric_seed2403,1024,0.04686153,0.04686153,1.64610342,0.15363956,0.38433382,1.42222006,0.06378789,0.00000000,0.27835023,0.47066364,0.03048525
49,print_safe_contiguous_closed_tube_seed2502,1086,0.04687851,0.04687851,2.18817185,0.08570634,0.58828158,2.32306376,0.06503248,0.00000000,0.17496752,0.41600046,0.02283274
50,print_safe_contiguous_closed_tube_seed2502,1293,0.04689905,0.04689905,1.50966021,0.14579008,0.60458939,2.10562932,0.06000000,0.00000000,0.18000000,0.35110777,0.12235333
51,print_safe_contiguous_closed_tube_seed2502,1010,0.04698751,0.04698751,1.92770700,0.11062324,0.76985138,3.14056899,0.06000000,0.00000000,0.21527007,0.35143180,0.07941627
52,print_safe_contiguous_closed_tube_seed2502,1224,0.04717284,0.04717284,1.73287981,0.11730783,0.67174177,2.35282282,0.06000000,0.00000000,0.18000000,0.35413934,0.09970985
53,continuous_uniform_both_load_cases_9in_corrected,574,0.04719853,0.04719853,2.80799023,0.05988918,0.65654646,2.50738562,0.04466365,0.00000000,0.40585489,0.25436161,0.03221471
54,print_safe_contiguous_closed_tube_seed2502,1078,0.04736429,0.04736429,1.50262500,0.15824130,0.66452597,2.27730207,0.06639482,0.00000000,0.19014234,0.42171324,0.06807732
55,print_safe_contiguous_closed_tube_seed2502,1013,0.04740613,0.04740613,1.57722370,0.15797676,0.46117523,1.81908467,0.06226926,0.00000000,0.20643232,0.44108088,0.10374875
56,print_safe_contiguous_closed_tube_seed2502,1063,0.04749345,0.04749345,1.89093350,0.11350784,0.59356813,2.35260869,0.06613085,0.00000000,0.22830005,0.42007834,0.02789717
57,print_safe_contiguous_closed_tube_seed2502,1022,0.04758156,0.04758156,2.20880667,0.07202287,0.70913184,2.70956238,0.06000000,0.00000000,0.18000000,0.38993437,0.13777778
58,print_safe_contiguous_closed_tube_seed2502,1076,0.04759101,0.04759101,2.00310298,0.09886436,0.49705097,1.95846716,0.07162118,0.00000000,0.16837882,0.49644647,0.04174677
59,continuous_uniform_both_load_cases_9in_corrected,96,0.04763409,0.04763409,2.25200751,0.08295308,0.78941651,2.85299552,0.05662617,0.00000000,0.22805776,0.34142087,0.05552876
60,ultra_light_run3_lowheight_seed2426,1653,0.04774077,0.04774077,1.66570509,0.14115905,0.39423326,1.38367319,0.08716568,0.00000000,0.17493284,0.62247858,0.03362192
61,ultra_light_run3_lowheight_seed2426,1649,0.04779325,0.04779325,2.52534985,0.07793347,0.69748543,1.80724512,0.08072164,0.00000000,0.15009138,0.49971502,0.07403858
62,print_safe_contiguous_closed_tube_seed2502,1065,0.04783931,0.04783931,2.15361694,0.10618277,0.37434841,1.45122278,0.06799433,0.00000000,0.19676022,0.46139787,0.03873073
63,print_safe_contiguous_closed_tube_seed2502,1291,0.04799526,0.04799526,1.66916047,0.11960833,0.68505867,2.48828819,0.06178428,0.00000000,0.17821572,0.34468281,0.09312302
64,print_safe_contiguous_closed_tube_seed2502,1113,0.04800931,0.04800931,1.59065070,0.16476871,0.36253025,1.32932205,0.06308797,0.00000000,0.24917078,0.49472143,0.07893185
65,print_safe_contiguous_closed_tube_seed2502,1024,0.04801932,0.04801932,2.46759549,0.07969093,0.50526577,2.17684156,0.06000000,0.00000000,0.26820725,0.39017537,0.05044485
66,print_safe_contiguous_closed_tube_seed2502,369,0.04813283,0.04813283,1.56160177,0.16398088,0.66600665,2.74767568,0.06161153,0.00000000,0.23538856,0.36951263,0.10960486
67,print_safe_contiguous_closed_tube_seed2502,1067,0.04820672,0.04820672,2.08903199,0.09530964,0.71765440,2.60819171,0.06000000,0.00000000,0.27925130,0.39336051,0.04200901
68,print_safe_contiguous_closed_tube_seed2502,1581,0.04848819,0.04848819,1.69202801,0.13816751,0.51345784,1.98485542,0.06060106,0.00000000,0.27081561,0.44971158,0.04387864
69,print_safe_contiguous_closed_tube_seed2502,492,0.04862284,0.04862284,1.82892665,0.13512947,0.57046277,2.38126670,0.06414383,0.00000000,0.19940545,0.42059636,0.05667190
70,print_safe_contiguous_closed_tube_seed2502,1283,0.04867241,0.04867241,1.83246126,0.11133639,0.51481902,1.90674100,0.07230832,0.00000000,0.16769168,0.51323766,0.07977751
71,print_safe_contiguous_closed_tube_seed2502,1162,0.04880724,0.04880724,2.07937258,0.10577537,0.47728140,1.99692776,0.06851349,0.00000000,0.22909684,0.46772112,0.01500830
72,print_safe_contiguous_closed_tube_seed2502,350,0.04895607,0.04895607,2.66736631,0.07088094,0.50141126,1.80544031,0.06062685,0.00000000,0.23520895,0.37436020,0.03945533
73,print_safe_contiguous_closed_tube_seed2502,1289,0.04897150,0.04897150,1.62951777,0.12747994,0.62154559,2.49106196,0.06423622,0.00000000,0.17576378,0.37918011,0.11272465
74,print_safe_contiguous_closed_tube_seed2502,1565,0.04907353,0.04907353,1.63475844,0.15368189,0.43700799,1.69657136,0.06762517,0.00000000,0.19547277,0.51288044,0.04501302
75,print_safe_contiguous_closed_tube_seed2502,1151,0.04955761,0.04955761,1.86037799,0.12329626,0.57741169,2.14754181,0.06000000,0.00000000,0.26384645,0.39231336,0.04150137
76,continuous_uniform_both_load_cases_9in_corrected,453,0.04961905,0.04961905,3.69305960,0.03599235,0.88924900,3.44546430,0.04000000,0.00000000,0.46270746,0.19910371,0.00761376
77,print_safe_contiguous_closed_tube_seed2502,1015,0.04977268,0.04977268,2.14276770,0.09519032,0.61748820,2.43659080,0.06000000,0.00000000,0.20032329,0.39169470,0.08875886
78,print_safe_contiguous_closed_tube_seed2502,909,0.04996073,0.04996073,1.86808854,0.09668559,0.76780508,2.98364579,0.06742276,0.00000000,0.18238846,0.41905007,0.10870736
79,print_safe_contiguous_closed_tube_seed2502,1564,0.05000567,0.05000567,2.13637361,0.09540729,0.62431975,2.39730776,0.06442141,0.00000000,0.17557859,0.43206083,0.04984607
80,print_safe_contiguous_closed_tube_seed2502,1549,0.05058580,0.05058580,1.84575879,0.13370139,0.42678874,1.61144780,0.06890614,0.00000000,0.17109386,0.49712765,0.06350076
81,print_safe_contiguous_closed_tube_seed2502,1352,0.05064885,0.05064885,1.62934972,0.14800511,0.47430384,1.78097730,0.06544605,0.00000000,0.18098056,0.49946185,0.08679520
82,print_safe_contiguous_closed_tube_seed2502,926,0.05068446,0.05068446,3.05564526,0.05503832,0.57567609,2.06194948,0.06282439,0.00000000,0.19013186,0.37448268,0.03814415
83,print_safe_contiguous_closed_tube_seed2502,1061,0.05072166,0.05072166,2.59584384,0.06269949,0.63395755,2.35251556,0.07113606,0.00000000,0.17939996,0.47396731,0.02200084
84,print_safe_contiguous_closed_tube_seed2502,766,0.05073034,0.05073034,2.25570440,0.10292218,0.61930149,2.49355697,0.06047500,0.00000000,0.20089827,0.38645561,0.09274121
85,continuous_uniform_both_load_cases_9in_corrected,577,0.05085737,0.05085737,5.55612840,0.02925522,1.43362908,5.37716289,0.04000000,0.00000000,0.15014576,0.20061975,0.04481099
86,print_safe_contiguous_closed_tube_seed2502,1558,0.05091146,0.05091146,2.56562543,0.08425104,0.44768282,1.46744370,0.06666778,0.00000000,0.19172086,0.41357045,0.05144781
87,print_safe_contiguous_closed_tube_seed2502,1177,0.05092478,0.05092478,1.66165371,0.13910783,0.59859410,2.36690446,0.06803044,0.00000000,0.20190584,0.44942903,0.04132155
88,print_safe_contiguous_closed_tube_seed2502,999,0.05097261,0.05097261,2.23051797,0.08595739,0.57033091,2.17873971,0.07422253,0.00000000,0.19522896,0.49750903,0.03339893
89,print_safe_contiguous_closed_tube_seed2502,817,0.05119555,0.05119555,2.41936421,0.06574213,1.04368026,3.85955893,0.06747842,0.00000000,0.17659954,0.38166215,0.04652077
90,print_safe_contiguous_closed_tube_seed2502,223,0.05125117,0.05125117,3.22208856,0.04438054,0.80374879,3.30441410,0.06091702,0.00000000,0.20461414,0.34742033,0.03120945
91,continuous_uniform_both_load_cases_9in_corrected,437,0.05131083,0.05131083,2.72361321,0.06793656,0.71311280,2.70538698,0.04000000,0.00000000,0.54362960,0.21852372,0.02182998
92,print_safe_contiguous_closed_tube_seed2502,1539,0.05142095,0.05142095,1.50164135,0.14283918,0.74078288,2.70167465,0.07380373,0.00000000,0.16619627,0.39342864,0.06170443
93,print_safe_contiguous_closed_tube_seed2502,1535,0.05145293,0.05145293,1.87469275,0.09156790,0.98805241,3.68322970,0.06419332,0.00000000,0.17580668,0.33483523,0.07156955
94,print_safe_contiguous_closed_tube_seed2502,1546,0.05172451,0.05172451,1.68328323,0.14358773,0.59167742,2.34403254,0.06298655,0.00000000,0.18015397,0.42914860,0.06847673
95,print_safe_contiguous_closed_tube_seed2502,613,0.05173178,0.05173178,3.40125197,0.04739679,0.62083950,2.80248421,0.06293287,0.00000000,0.23921283,0.37339076,0.07820643
96,print_safe_contiguous_closed_tube_seed2502,1517,0.05175114,0.05175114,1.95857337,0.09977149,0.81197790,2.75894283,0.06461088,0.00000000,0.22947158,0.35184314,0.05702166
97,print_safe_contiguous_closed_tube_seed2502,1529,0.05180256,0.05180256,1.99243295,0.09800475,0.74454553,2.69662025,0.06862655,0.00000000,0.17137345,0.39197470,0.04409578
98,print_safe_contiguous_closed_tube_seed2502,1163,0.05181138,0.05181138,2.53900865,0.07378968,0.72686485,2.75460020,0.06000000,0.00000000,0.23333924,0.37283083,0.04801812
99,print_safe_contiguous_closed_tube_seed2502,755,0.05181195,0.05181195,2.56856269,0.06208317,0.77037257,2.87050670,0.06247107,0.00000000,0.18049286,0.37385471,0.11715934
100,print_safe_contiguous_closed_tube_seed2502,1567,0.05188269,0.05188269,2.10100683,0.10699311,0.45607254,1.71373802,0.06694557,0.00000000,0.25461089,0.46344096,0.02886229
101,print_safe_contiguous_closed_tube_seed2502,875,0.05196932,0.05196932,1.64580820,0.13619854,0.67441740,2.46868507,0.06428504,0.00000000,0.23373738,0.36793936,0.09757105
102,print_safe_contiguous_closed_tube_seed2502,1332,0.05201056,0.05201056,1.92680481,0.11419444,0.66275705,2.74201800,0.07705424,0.00000000,0.16294576,0.46889376,0.06165745
103,print_safe_contiguous_closed_tube_seed2502,398,0.05202958,0.05202958,3.56913428,0.03959313,0.89569740,2.80491585,0.07298979,0.00000000,0.16853514,0.44057364,0.09136855
104,print_safe_contiguous_closed_tube_seed2502,1157,0.05203248,0.05203248,1.58060139,0.16492738,0.72967930,2.88091709,0.06123033,0.00000000,0.26524832,0.35642513,0.06382336
105,continuous_uniform_both_load_cases_9in_corrected,408,0.05207756,0.05207756,2.08142081,0.11156608,0.68120576,2.39626835,0.05706423,0.00000000,0.28827364,0.35177640,0.06327908
106,print_safe_contiguous_closed_tube_seed2502,1296,0.05209203,0.05209203,1.58736265,0.13947724,0.72381189,2.49774752,0.06710015,0.00000000,0.19215169,0.37286369,0.10347325
107,print_safe_contiguous_closed_tube_seed2502,1084,0.05239415,0.05239415,2.89232928,0.05406386,0.75598123,2.87352975,0.06995782,0.00000000,0.17004218,0.42868042,0.02833670
108,print_safe_contiguous_closed_tube_seed2502,370,0.05248899,0.05248899,3.67682328,0.04274926,0.71373514,3.28031349,0.06118291,0.00000000,0.18368893,0.34679742,0.05188150
109,print_safe_contiguous_closed_tube_seed2502,1536,0.05250846,0.05250846,1.98648300,0.09467078,0.88058893,3.06759327,0.06780102,0.00000000,0.19154403,0.36071053,0.07252334
110,print_safe_contiguous_closed_tube_seed2502,345,0.05293700,0.05293700,1.65655791,0.11541386,0.90367305,3.41723430,0.07015814,0.00000000,0.17710668,0.38229247,0.06489664
111,print_safe_contiguous_closed_tube_seed2502,694,0.05303965,0.05303965,2.21182856,0.09526621,0.65810172,2.74055159,0.06632869,0.00000000,0.21117966,0.39217843,0.09060358
112,print_safe_contiguous_closed_tube_seed2502,818,0.05306433,0.05306433,1.99769276,0.10766124,0.88820351,2.94886331,0.06006166,0.00000000,0.18832506,0.33471459,0.09788860
113,print_safe_contiguous_closed_tube_seed2502,1029,0.05308144,0.05308144,1.57223997,0.14996312,0.53217250,1.98079694,0.07009023,0.00000000,0.21942738,0.50902771,0.10528775
114,print_safe_contiguous_closed_tube_seed2502,728,0.05310902,0.05310902,2.62998538,0.07227338,0.59818008,2.18534145,0.06276982,0.00000000,0.27188571,0.40091490,0.02042571
115,print_safe_contiguous_closed_tube_seed2502,276,0.05316888,0.05316888,3.20286417,0.04285378,0.97608861,3.57382246,0.06351866,0.00000000,0.18738922,0.37437869,0.09178440
116,print_safe_contiguous_closed_tube_seed2502,1109,0.05321747,0.05321747,2.82892910,0.06708699,0.60032802,2.25039116,0.06000000,0.00000000,0.22575310,0.36201914,0.06478030
117,print_safe_contiguous_closed_tube_seed2502,1155,0.05328546,0.05328546,1.71388858,0.14917899,0.54970154,2.08728421,0.07839554,0.00000000,0.16856553,0.54318557,0.05391481
118,print_safe_contiguous_closed_tube_seed2502,133,0.05331365,0.05331365,2.03400433,0.10229542,0.58293735,2.24718890,0.06268876,0.00000000,0.25226013,0.42781508,0.08426445
119,continuous_uniform_both_load_cases_9in_corrected,49,0.05336142,0.05336142,2.23576306,0.11469164,0.57158876,1.68817281,0.05882277,0.00000000,0.29230436,0.39526292,0.10679374
120,print_safe_contiguous_closed_tube_seed2502,1100,0.05337391,0.05337391,1.69382457,0.14635611,0.46183129,1.78038485,0.07515120,0.00000000,0.21949542,0.54911680,0.07265319
121,print_safe_contiguous_closed_tube_seed2502,1298,0.05341426,0.05341426,2.48879105,0.07551251,0.71603734,2.54876550,0.06000000,0.00000000,0.27194861,0.36045197,0.05322523
122,print_safe_contiguous_closed_tube_seed2502,606,0.05342146,0.05342146,3.19492267,0.04394386,0.94809534,3.53736254,0.06398469,0.00000000,0.19861220,0.38149356,0.07512249
123,continuous_uniform_both_load_cases_9in_corrected,397,0.05343488,0.05343488,4.28028404,0.03078628,0.99115232,3.62924285,0.04505590,0.00000000,0.38196185,0.20933759,0.05578374
124,print_safe_contiguous_closed_tube_seed2502,1167,0.05349665,0.05349665,2.21589645,0.09971945,0.61642134,2.25740339,0.06706730,0.00000000,0.21465824,0.45099454,0.07732137
125,print_safe_contiguous_closed_tube_seed2502,1569,0.05361623,0.05361623,2.31615039,0.09713795,0.40717449,1.74818806,0.07517472,0.00000000,0.18082260,0.50724214,0.05707822
126,print_safe_contiguous_closed_tube_seed2502,1519,0.05373541,0.05373541,1.70331268,0.11443637,0.89128161,3.41862388,0.07137634,0.00000000,0.18861546,0.35149091,0.07950007
127,print_safe_contiguous_closed_tube_seed2502,622,0.05374824,0.05374824,3.06256956,0.06412993,0.82323037,2.39404580,0.06079121,0.00000000,0.23367612,0.33982962,0.09845229
128,print_safe_contiguous_closed_tube_seed2502,1207,0.05375014,0.05375014,1.55082740,0.14611173,0.59646977,2.14069811,0.08316013,0.00000000,0.15683987,0.51281115,0.04117277
129,flat_3to7_lc2_ranksearch_symmetric_seed2403,1023,0.05380087,0.05380087,1.86190370,0.14084620,0.44863193,1.49151286,0.07267747,0.00000000,0.28913728,0.51339938,0.03020237
130,print_safe_contiguous_closed_tube_seed2502,1190,0.05382661,0.05382661,1.56377769,0.15351472,0.42396925,1.58792343,0.08448172,0.00000000,0.15551828,0.63832649,0.08133000
131,continuous_uniform_both_load_cases_9in_corrected,446,0.05384423,0.05384423,3.73391192,0.04044128,0.87436011,3.08310894,0.04646444,0.00000000,0.45427162,0.22982929,0.06239884
132,print_safe_contiguous_closed_tube_seed2502,836,0.05386253,0.05386253,1.76845188,0.14070020,0.43150025,1.65656643,0.07257400,0.00000000,0.20328242,0.54531789,0.05704741
133,continuous_uniform_both_load_cases_9in_corrected,377,0.05388499,0.05388499,2.39127682,0.08509363,1.00791560,3.75462241,0.07294789,0.00000000,0.10612734,0.47800347,0.05111715
134,print_safe_contiguous_closed_tube_seed2502,268,0.05389784,0.05389784,1.92187665,0.13097880,0.42154942,1.63468212,0.07129972,0.00000000,0.21219181,0.51933562,0.05393745
135,print_safe_contiguous_closed_tube_seed2502,1570,0.05404585,0.05404585,2.39500066,0.08982493,0.52045142,2.24029409,0.07035734,0.00000000,0.19421319,0.46824199,0.11292374
136,print_safe_contiguous_closed_tube_seed2502,1231,0.05408401,0.05408401,1.68286235,0.13345309,0.78086853,2.78405927,0.06636148,0.00000000,0.25769539,0.35351914,0.06977705
137,print_safe_contiguous_closed_tube_seed2502,670,0.05420827,0.05420827,2.61853872,0.07998556,0.77765868,3.25208220,0.06002077,0.00000000,0.26417429,0.32231798,0.10029675
138,print_safe_contiguous_closed_tube_seed2502,739,0.05427808,0.05427808,1.65894180,0.15922198,0.44785483,1.64222546,0.06930018,0.00000000,0.24486422,0.51885584,0.08569982
139,print_safe_contiguous_closed_tube_seed2502,1367,0.05438437,0.05438437,1.58088516,0.14590032,0.54430491,2.16277668,0.07390505,0.00000000,0.18505203,0.47863852,0.10678318
140,print_safe_contiguous_closed_tube_seed2502,1288,0.05440803,0.05440803,2.31480433,0.07134604,0.87429652,3.50071634,0.06744626,0.00000000,0.17255374,0.36572945,0.09883749
141,print_safe_contiguous_closed_tube_seed2502,1211,0.05449086,0.05449086,2.55908830,0.06782875,0.86139366,2.97644116,0.06413384,0.00000000,0.26690499,0.36175796,0.04089860
142,print_safe_contiguous_closed_tube_seed2502,976,0.05450570,0.05450570,1.89285431,0.14154709,0.90795400,3.72899862,0.06911346,0.00000000,0.25650123,0.37627838,0.07478901
143,print_safe_contiguous_closed_tube_seed2502,1178,0.05451539,0.05451539,2.53083990,0.07731276,0.71960198,2.80972745,0.06000000,0.00000000,0.28128163,0.37470251,0.05946014
144,print_safe_contiguous_closed_tube_seed2502,1557,0.05466916,0.05466916,2.14043957,0.12753538,0.49207619,2.20056403,0.06587033,0.00000000,0.22842212,0.43207340,0.06182869
145,flat_3to7_lc2_ranksearch_symmetric_seed2403,1039,0.05472124,0.05472124,2.05275496,0.10528558,0.79859541,2.85913225,0.05803030,0.00000000,0.29680180,0.32265730,0.06659614
146,print_safe_contiguous_closed_tube_seed2502,892,0.05480620,0.05480620,3.12855806,0.05478986,1.10429922,3.55606702,0.06198196,0.00000000,0.21766770,0.33942153,0.07545332
147,print_safe_contiguous_closed_tube_seed2502,106,0.05487696,0.05487696,1.64231876,0.15078227,0.59455179,2.31117387,0.07082260,0.00000000,0.25900795,0.44688726,0.03902711
148,print_safe_contiguous_closed_tube_seed2502,1095,0.05488198,0.05488198,1.82631194,0.16088477,0.43191697,1.90696496,0.07239450,0.00000000,0.20159867,0.51636844,0.08016883
149,print_safe_contiguous_closed_tube_seed2502,793,0.05489497,0.05489497,2.84299723,0.05753340,0.72108549,2.74674385,0.06885784,0.00000000,0.20745585,0.43193488,0.05724312
150,print_safe_contiguous_closed_tube_seed2502,420,0.05489803,0.05489803,2.80292600,0.05951138,1.04692660,3.93775035,0.06131040,0.00000000,0.26093377,0.34848660,0.03895449
151,print_safe_contiguous_closed_tube_seed2502,227,0.05507762,0.05507762,2.40625968,0.08682938,0.53091175,1.97634928,0.06711598,0.00000000,0.29343743,0.43371359,0.03999022
152,print_safe_contiguous_closed_tube_seed2502,1175,0.05507860,0.05507860,1.67510419,0.13705996,0.69700860,2.59327892,0.07300021,0.00000000,0.16699979,0.40994551,0.04756986
153,print_safe_contiguous_closed_tube_seed2502,792,0.05509981,0.05509981,1.84153582,0.11454946,0.91176548,3.64733260,0.06344364,0.00000000,0.24584406,0.32685989,0.10016568
154,print_safe_contiguous_closed_tube_seed2502,1553,0.05511848,0.05511848,1.71364137,0.12489205,0.60962893,2.39868062,0.07778129,0.00000000,0.16596619,0.47549467,0.10711268
155,print_safe_contiguous_closed_tube_seed2502,1019,0.05517654,0.05517654,1.86067962,0.13685696,0.69816102,2.76864461,0.06575936,0.00000000,0.17424064,0.42629978,0.07107953
156,print_safe_contiguous_closed_tube_seed2502,1344,0.05525806,0.05525806,1.83207506,0.13174042,0.66832982,2.77152631,0.08341903,0.00000000,0.15658097,0.51006865,0.09269279
157,print_safe_contiguous_closed_tube_seed2502,798,0.05532956,0.05532956,2.33571991,0.09971022,0.69462776,2.97253911,0.06774508,0.00000000,0.27062574,0.38639951,0.04966852
158,print_safe_contiguous_closed_tube_seed2502,1156,0.05535310,0.05535310,1.70062219,0.14561999,0.72362189,2.82938443,0.06000000,0.00000000,0.33590446,0.35467587,0.05198349
159,print_safe_contiguous_closed_tube_seed2502,753,0.05536373,0.05536373,1.82891488,0.11503301,0.80995741,3.23385916,0.06843262,0.00000000,0.24031797,0.38759438,0.06212026
160,ultra_light_runB_seed2431,1392,0.05536413,0.05536413,1.89207805,0.10810780,1.18879232,4.16919114,0.08474738,0.00000000,0.08897525,0.53481312,0.07368801
161,print_safe_contiguous_closed_tube_seed2502,738,0.05539297,0.05539297,1.84001740,0.13790523,0.56402091,2.08432134,0.06213728,0.00000000,0.33443079,0.41233567,0.06249795
162,print_safe_contiguous_closed_tube_seed2502,1525,0.05549846,0.05549846,1.75666285,0.10077239,1.01716327,3.82309247,0.07234237,0.00000000,0.16765763,0.37517760,0.07512737
163,print_safe_contiguous_closed_tube_seed2502,552,0.05553629,0.05553629,2.08984763,0.12880050,0.89104861,3.63986621,0.07960341,0.00000000,0.18110296,0.45996783,0.07079656
164,print_safe_contiguous_closed_tube_seed2502,1108,0.05561589,0.05561589,3.04634464,0.05415860,0.75802424,2.97519884,0.06190250,0.00000000,0.21845262,0.36979902,0.09406806
165,continuous_uniform_both_load_cases_9in_corrected,740,0.05568049,0.05568049,4.10925202,0.02951999,1.47648040,5.22420733,0.05076533,0.00000000,0.13391394,0.26507013,0.13587350
166,print_safe_contiguous_closed_tube_seed2502,1105,0.05571833,0.05571833,1.68571705,0.14571740,0.49838482,1.97405849,0.07483099,0.00000000,0.16516901,0.53296558,0.09710554
167,print_safe_contiguous_closed_tube_seed2502,813,0.05575640,0.05575640,2.58040684,0.06583877,0.76399674,2.88201161,0.07292128,0.00000000,0.20073114,0.46334561,0.08154159
168,print_safe_contiguous_closed_tube_seed2502,1020,0.05580964,0.05580964,2.59236669,0.07356163,0.80338106,3.30601754,0.06576059,0.00000000,0.23843881,0.36386362,0.07998200
169,print_safe_contiguous_closed_tube_seed2502,11,0.05587691,0.05587691,2.03587342,0.09094675,0.83407479,3.30323115,0.06702221,0.00000000,0.22833730,0.36262421,0.10214786
170,print_safe_contiguous_closed_tube_seed2502,576,0.05599875,0.05599875,2.77208254,0.07039246,0.71347215,2.41669425,0.07355872,0.00000000,0.20629822,0.44134418,0.05583741
171,print_safe_contiguous_closed_tube_seed2502,254,0.05604917,0.05604917,3.19732301,0.05948163,0.76022660,2.31878426,0.06391620,0.00000000,0.29195573,0.35424704,0.05824093
