evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
1,True,115.17726421542896,0.0,0.09248587792289457,6.290769983809163,0.018287632310565852,4.790769983809163,0.6547862973436236,Load Case 1,4.0,0.8625311571771412,0.7685491909233861,1.3181114482927176,0.6429654914861245,0.503851648157065,1.0094145609485916,0.09897783803144328,0.3849332861840543,0.1493082772883039,0.18346255908575662,,378.33206525203,4.0,6.290769983809163,4.0,0.018287632310565852,3.81,0.006816475332245661,124.92924357915362,2.49,19.05078372216399,2.49,0.0047950815367188366,3.49,0.0020888222610283614
2,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.6613968638622048,0.40395060766354507,0.8424368218021744,1.1355906630183297,0.47186116160380276,0.87397324306553,0.1300196872595568,0.4577706140070679,0.6010743147050476,0.10466589525797293,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
3,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.3076657195312142,1.5007445058923876,0.7051425703510497,1.239073360055237,0.5271494374016276,0.4423732765709422,0.13156636169025737,0.29603979073959474,0.41785500024600036,0.5346228030268403,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
4,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.5342515347377321,0.9834745610929091,1.0411868170080045,0.82194096977962,0.7993608542422158,1.1551414445607682,0.15472999932692436,0.6514496486000775,0.6310479639173009,0.6507908163942142,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
5,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.4576532154520145,1.435650563538207,0.4596743564729575,0.5561081349440427,0.8704027339529142,1.2791022617294119,0.12634136633639836,0.646486271653392,0.6685224980292228,0.5806437657994103,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
6,True,64.06403123681277,0.0,0.07209755249589081,5.068895014495697,0.03351131102871195,3.5688950144956966,0.6137511237113795,Load Case 1,4.0,1.377892060892472,1.1021772135705348,1.2051671602750775,0.4373275623253287,0.40578925127540716,0.5376179579606484,0.06958341152590362,0.02682483119585717,0.28760670960921575,0.2376321069007383,,469.5303400827657,4.0,5.068895014495697,4.0,0.03351131102871195,3.94,0.012346277564761888,98.9961473119259,2.49,24.041339634166608,2.49,0.002981035525537916,3.72,0.0012190514360217403
7,True,1518.1867392708884,0.0,0.15638719104081533,18.921621599819517,0.001990462644605299,17.421621599819517,0.9317124867162306,Load Case 2,0.0,0.42027590487941435,1.3974986263209028,1.0262706134476414,0.8577031127058568,1.244770196247336,0.6795980411278509,0.13858948062339924,0.2839466846989902,0.277705183220823,0.40610586936347615,,65.36613043108615,8.0,36.410293592477124,8.0,0.001990462644605299,3.99,0.0008999799429994351,125.78203128333894,0.0,18.921621599819517,0.0,0.001143641225522797,2.89,0.0008005217536086602
8,True,569.7539491205133,0.0,0.08740270762850255,12.169899357500304,0.00649395912898468,10.669899357500304,0.8655698339156814,Load Case 1,4.0,1.257900604763385,0.4524287104837291,0.8612883399457787,0.3822209901086858,1.0789485554794767,1.2858950647035108,0.10653966231950321,0.3812988760190825,0.7094832600033948,0.17356930092718903,,195.56447675413247,4.0,12.169899357500304,4.0,0.005895878640498538,3.67,0.0027697586516125783,160.3136615819051,4.0,14.845896329203642,4.0,0.00649395912898468,3.89,0.002335937801433625
9,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.3169171771319577,1.4283374058102267,0.6444210819761027,1.132640911620133,0.48988722879768976,0.44033825491672257,0.16870505675747238,0.10604582685891864,0.05770954673553552,0.5216346835192515,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
10,True,1408.0224824789002,0.0,0.1845338562092317,18.277279453629326,0.004965246681260187,16.777279453629326,0.9048385936542155,Load Case 1,4.0,1.2149372005046568,1.4030781461486077,1.5565163116362446,0.6933552225083257,0.6697588465678457,1.1139367107458495,0.15638189336206754,0.30739073768969866,0.46188829342061544,0.6144690627786056,,130.21631616664934,4.0,18.277279453629326,4.0,0.004965246681260187,3.7800000000000002,0.001975227530654892,39.15523100594958,2.49,60.78370472743124,2.49,0.00080538983733695,3.44,0.0003773454004849116
11,True,193.1156557753762,0.0,0.13998237384426995,7.7069676006706604,0.012964475092117634,6.2069676006706604,0.6868788453109855,Load Case 1,4.0,1.5503529537189267,0.8817213638623047,0.4154562757172239,1.057433769444596,0.49129818212138393,0.9378751363006974,0.14818609077541747,0.19728902893108546,0.20226657351659555,0.02765096237031628,,308.8114707778053,4.0,7.7069676006706604,4.0,0.012964475092117634,4.13,0.0045955984481690915,67.77809215286446,4.0,35.114591225616486,4.0,0.0029394888981171896,4.33,0.0013583630486397637
12,True,1076.735182192721,0.0,0.10731370693767618,16.17099163425588,0.005865267494520883,14.67099163425588,0.8757816475058191,Load Case 1,4.0,1.5609470970108292,1.0613804982341204,1.1594519754834127,0.8127243692668731,0.8139033004078897,0.7185533348188131,0.0966134110273202,0.37838250265436246,0.38648297309144347,0.6400912801356389,,147.1771214672029,4.0,16.17099163425588,4.0,0.005865267494520883,4.1,0.002302277606807887,53.74221784971346,2.49,44.28548160508581,2.49,0.0015629720486465951,3.86,0.0006060769447364269
13,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.0596677974238624,0.6167811381898125,0.47857893888916386,0.8334173956286073,1.2565028475462054,0.4449303336509383,0.13807593395607515,0.018283194206572033,0.4026552166116437,0.7378616316432407,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
14,True,1757.335607288551,0.0,0.13779609493807876,20.244276442852556,0.004754972774219445,18.744276442852556,0.9166287264529367,Load Case 1,4.0,0.8364128260008634,0.9064587431445514,0.6015862452712809,1.1979736189121826,0.8681747487206937,0.7449947604293268,0.1368114352484498,0.0040913210516208,0.15593549354233574,0.07944032346948302,,117.56409307680062,4.0,20.244276442852556,4.0,0.004754972774219445,4.26,0.0020311315494129373,57.71348923485907,2.49,41.23819286536006,2.49,0.002365621182012179,3.86,0.0009835409003306024
15,True,775.485752175209,0.0,0.14308915556436327,13.949040344328441,0.005432608764911758,12.449040344328441,0.8992710921174548,Load Case 1,4.0,1.2426672408973949,0.43761446988414343,1.536958670176086,0.6280449446088234,0.9475704792044258,1.0120392777758083,0.15493612915263988,0.501729414439014,0.24034047572752415,0.4710930341056729,,170.62105644906873,4.0,13.949040344328441,4.0,0.005285616412039383,3.81,0.0021041085845359755,137.1902613678453,4.0,17.34817017090271,4.0,0.005432608764911758,3.79,0.0019395781253783203
16,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.1771049980630202,0.7051217152180588,1.5352410064182913,1.031918132180364,1.1619715445527046,1.281142200113637,0.14631836560260314,0.3403164574817449,0.01253444965181424,0.8121731490663168,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
17,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.6544825302077311,0.9800380416787086,1.4670902161477963,1.2474311783184882,0.8449555571804113,0.6188992362154896,0.17365960266359343,0.21069174272225596,0.4509636652797789,0.7599124604862878,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
18,True,2616.782462279375,0.0,0.10784537429727585,24.374508718397394,0.003270448235485342,22.874508718397394,0.917742729772967,Load Case 1,4.0,1.3460127719210742,0.9697092032400563,0.9914289420836899,0.7036222520295321,1.1807295832996494,1.0735323235207983,0.08271959157399814,0.0602620827376706,0.037553520810481425,0.4235150077960899,,97.64299364949348,4.0,24.374508718397394,4.0,0.003270448235485342,3.88,0.0013724501054603788,56.64317938988964,2.49,42.01741543527854,2.49,0.0017695567277868653,3.75,0.0007315825279248042
19,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.1116915786486816,1.5465245423688136,0.43320531552188046,1.0492980708227515,0.3899548772787661,0.5185775717527339,0.12224256825791222,0.5718760633919195,0.6634132691781135,0.7537794419599726,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
20,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.5487186522659678,1.5223654527203063,0.49004347795374165,0.7730887299301188,1.173138292122827,0.582329204329473,0.06971082861985174,0.09234388608121956,0.3178847950425782,0.777258153768224,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
21,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.034381613576862,0.4813161717456789,1.0563825385015173,0.44058798614294015,0.6458490923192773,0.3928338566796927,0.14457378652844352,0.6812946007843028,0.5550540920743431,0.5254695039329258,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
22,True,2551.9419725535677,0.0,0.11089960092760781,24.089261946669055,0.002114090242652883,22.589261946669055,0.9145929529737996,Load Case 1,4.0,0.5805566350173454,1.2094050371495209,0.7898354760553647,1.0783627740527904,1.2736987157715038,0.9216370026280745,0.11637715026015406,0.38248657097337124,0.7725898388220863,0.36676273537306864,,98.79920793210914,4.0,24.089261946669055,4.0,0.002114090242652883,4.04,0.0008804518519155841,71.46246149455281,0.0,33.304198459234634,0.0,0.001404450685378384,3.2800000000000002,0.0007756305357739455
23,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.3635454534437108,0.9224582473260418,0.9019703977580094,0.9328490886675372,0.7552437098516549,1.063594124753412,0.17439583239086753,0.7212342082896385,0.13129618493451556,0.4289170591957213,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
24,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.7905242198533744,0.6514785408345763,1.3474096207417774,0.5526964506604749,0.9903627805560807,0.408935167979329,0.16057678844017967,0.2435920320104715,0.40493435246427995,0.4094776275974129,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
25,True,814.1310684959585,0.0,0.08147680196040005,14.25628375123849,0.004716010208306355,12.75628375123849,0.8714319668850283,Load Case 2,0.0,0.48161277699555183,0.95287841960372,0.510058147527195,0.7601113403152451,0.9932468685145903,1.031883645267747,0.10661084442736402,0.6260750120739783,0.6866951536162881,0.19784280377758473,,136.56660006294192,4.0,17.427394391477026,4.0,0.004716010208306355,3.81,0.0020657883146464277,166.94392743082443,0.0,14.25628375123849,0.0,0.0033425722562645996,3.27,0.0018563967450818547
26,True,1170.2810204115508,0.0,0.07917587825093822,16.795489635674073,0.006775634213184456,15.295489635674073,0.8836571164695833,Load Case 2,2.49,0.4004237743492776,0.6470732294371666,0.5590270040099664,1.0887861334742603,1.2865812608150757,1.2050833177585543,0.076904326937663,0.14839078687526944,0.17346681464114183,0.24143127879191598,,120.78207408101966,4.0,19.70491083307209,4.0,0.0036941249109455265,3.91,0.0015085782678760512,141.7047107066659,2.49,16.795489635674073,2.49,0.006775634213184456,3.31,0.003533631719968521
