evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,uniformity_score,symmetry_score,smoothness_score,durability_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
591,False,1.9753819237230552,0.0,0.048876148042006407,1.8592649295910504,0.07755764494347858,0.3592649295910504,0.22775929112265828,0.24486605638673675,1.3449870560490342e-06,0.048054487475305434,0.0005374241925510266,Load Case 1,4.5,1.5152976846594195,0.6717989381238837,1.5152976846594195,0.6477514067371786,0.34219814591201253,0.6477514067371786,0.04,0.0,0.0,0.0,Durability check failed: minimum shell area ratio 0.170 is below 0.180.,1280.075777325336,4.5,1.8592649295910504,4.5,0.07755764494347858,4.5,0.02515876455960638,985.12015524607,4.5,2.4159489452385707,4.5,0.03374027260735414,4.62375,0.01159579278315958
592,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,invalid,nan,1.1598252673005405,0.5536082787820173,1.1598252673005405,0.8400058489644127,0.15,0.8400058489644127,0.06392027110326123,0.0,0.0,0.0,Web openings are too large; keep a remaining ligament larger than 0.064 in.,,,,,,,,,,,,,,
593,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,invalid,nan,1.6,0.8312655439488301,1.6,0.26771670796867575,0.15,0.26771670796867575,0.04748408510326576,0.0,0.0,0.0,Web openings are too large; keep a remaining ligament larger than 0.060 in.,,,,,,,,,,,,,,
594,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,invalid,nan,1.6,0.6186259686913578,1.6,0.6120839809033708,0.15,0.6120839809033708,0.10961685167517879,0.0,0.0,0.0,Wall thickness is too large for at least one tube height.,,,,,,,,,,,,,,
595,False,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,invalid,nan,1.3959332100494142,0.6380238467885362,1.3959332100494142,0.8843929053416895,0.15,0.8843929053416895,0.04,0.0,0.0,0.0,Web openings are too large; keep a remaining ligament larger than 0.060 in.,,,,,,,,,,,,,,
596,False,5.346754182902127,0.0,0.05470459446129559,1.5876410499088187,0.08918694481211417,0.08764104990881871,0.20391811552404557,0.23477818371035458,2.11215465741621e-06,0.07546430210924282,0.09734329591115908,Load Case 1,4.5,1.298732948140576,1.0669933457134149,1.298732948140576,0.9436746768579851,0.22742584788651787,0.9436746768579851,0.04,0.0,0.0,0.0,Durability check failed: minimum residual web ligament 0.0737 in is below 0.0800 in. | Durability check failed: minimum shell area ratio 0.141 is below 0.180. | Durability check failed: height ratio 4.149 exceeds 2.400.,1499.0794047160018,4.5,1.5876410499088187,4.5,0.08918694481211417,4.5,0.027007608208438637,574.8869608997251,4.5,4.139944305355592,4.5,0.016435325960378288,4.69125,0.006106538797766917
597,True,1527.0778876969864,0.0,0.10615565084693275,12.77573786644228,0.008574211882501752,11.27573786644228,0.8607492966437925,0.8744762744458578,1.0681289774456949e-07,0.003816273943888537,0.0,Load Case 2,5.5,1.5824024653016675,1.2340716900130544,1.5824024653016675,0.651182625884812,0.7397708543031785,0.651182625884812,0.06650211686865869,0.0,0.0,0.0,,183.03600994841338,4.5,13.002905825311512,4.5,0.008574211882501752,4.5,0.003230610443749003,186.29060997341597,5.5,12.77573786644228,5.5,0.004761067853832806,4.7475,0.0018833439450314754
598,True,1601.223846695027,0.0,0.13576129487207722,13.046202622894759,0.005989703484363351,11.546202622894759,0.8865163008978391,0.9074301813574087,5.602931088159283e-07,0.020018481262700682,0.0,Load Case 2,4.5,1.6,0.8380821442928855,1.6,1.3160309660064378,1.1601677849128353,1.3160309660064378,0.07248908915466643,0.0,0.0,0.0,,122.86043321479464,4.5,19.371574214125467,4.5,0.0030369524625682084,4.5,0.0010742555822476822,182.42856322217025,4.5,13.046202622894759,4.5,0.005989703484363351,4.66875,0.0021763182834445686
599,False,477.63479676150513,0.0,0.0715828870465088,7.797238911357442,0.011118452529880751,6.297238911357442,0.8010676913618295,0.8469201062870584,8.935344329872762e-07,0.031924723011737724,0.009680558870049646,Load Case 2,5.5,1.275036312702016,0.7554824080172409,1.275036312702016,0.8787436937449005,1.669434316801818,0.8787436937449005,0.04,0.0,0.0,0.0,Durability check failed: minimum shell area ratio 0.137 is below 0.180.,129.34489968614508,4.5,18.400416296081726,4.5,0.0033000297762643682,4.5,0.0013440805095967351,305.2362544045299,5.5,7.797238911357442,5.5,0.011118452529880751,4.725,0.004322681385920092
600,False,142.12496713157304,0.0,0.06393268500113479,4.926559747512278,0.029418017914988624,3.426559747512278,0.7335156788092435,0.7718549196573203,2.486529681755534e-07,0.008884019285649967,0.001113783680478698,Load Case 1,4.5,1.6,1.4102345643593779,1.6,0.6592335379236526,0.4369939348240553,0.6592335379236526,0.04,0.0,0.0,0.0,Durability check failed: minimum shell area ratio 0.165 is below 0.180.,483.09573454413254,4.5,4.926559747512278,4.5,0.029418017914988624,4.5,0.010245753283492401,307.55790582542994,5.5,7.738380171410354,5.5,0.007181177653963497,4.7475,0.0028410571937616484
601,False,326.35938969089904,325.6436456304616,0.04712115823913432,0.6929762758995723,0.6989329164338343,0.0,0.06039590964076485,0.5446032706567372,1.118007969656008e-07,0.003994484536746468,0.0,Load Case 2,5.5,0.18570074220365318,0.15,0.18570074220365318,1.4957679224391163,1.2372448069087325,1.4957679224391163,0.04,0.0,0.0,0.0,Minimum factor of safety 0.693 is below the target 1.500.,425.3152704145321,4.5,5.595848927973691,4.5,0.01067519186982372,4.5,0.0038329989571391962,3434.461009376481,5.5,0.6929762758995723,5.5,0.6989329164338343,4.725,0.27235910004614666
