evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
1,True,585.0197668940267,0.0,0.1060207331947862,18.597540071941673,0.006464055902234469,17.097540071941673,0.8733104584315408,Load Case 1,0.0,1.0047072810363145,1.5607623215199875,1.5398314624342482,0.6809277140761096,0.7713564659096439,0.5506798842648788,0.0809171035009724,0.597224299751419,0.12603750117347257,0.09807441207646689,,127.9739143345487,0.0,18.597540071941673,0.0,0.006464055902234469,4.0200000000000005,0.002617294494648356,65.02177468141205,0.0,36.60312274866864,0.0,0.0011067164476350384,3.31,0.0005735182472583224
2,True,1874.8883237705843,0.0,0.1441304763079528,32.114252379845404,0.002039590974761912,30.614252379845404,0.9309858017881323,Load Case 1,4.0,1.2659347285674372,1.517318996984221,0.8946044678191458,0.8979974194125344,1.159196113679371,0.9501891950537457,0.1146036646388746,0.07746274261426662,0.5996606936812271,0.47821817992735505,,74.11039721085537,4.0,32.114252379845404,4.0,0.002039590974761912,4.04,0.0008376734099599728,34.85557739879817,2.49,68.28175510534113,2.49,0.0006834902192928698,3.69,0.00031040340453572166
3,True,419.92626754118265,0.0,0.16236001925235294,15.982583834374681,0.0060846996118025815,14.482583834374681,0.911461608495437,Load Case 1,4.0,1.3572761287656396,0.8471689748846544,0.8854927582235186,0.9626466804343539,0.7494921822789438,0.7487413353517299,0.1532494086377649,0.004031832606079422,0.03256340106299726,0.0048311883952034135,,148.91209235400314,4.0,15.982583834374681,4.0,0.0060846996118025815,4.16,0.0023691445065959077,50.44965988531393,4.0,47.17573924998504,4.0,0.002087476387627134,3.96,0.0007682248451432346
4,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.5366552678396168,0.9916858679819027,1.1705348980064243,0.5844596605275528,0.9287943764247353,0.4143258664466421,0.11028142461398867,0.44779146167653033,0.5848278636163524,0.47227292326042775,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
5,True,180.04920331626903,0.0,0.06467126173036905,10.97978046041924,0.014287624987231382,9.47978046041924,0.8401896634859432,Load Case 2,2.49,0.5420971756441972,0.3866947435919312,0.3828820340436949,0.9855611879426615,1.276359148418282,1.197950487009686,0.09697900270762068,0.44322997552589927,0.5479886971338942,0.42841751097799813,,154.40515917480928,4.0,15.413992723555895,4.0,0.004419256332355646,3.96,0.001736320599163954,216.76207539664455,2.49,10.97978046041924,2.49,0.014287624987231382,3.81,0.005736512458540581
6,True,464.1889527468669,0.0,0.14194105617642033,16.72795688618712,0.006958904542568797,15.227956886187119,0.8855661184771085,Load Case 1,4.0,0.6566187684441266,0.80797981512528,1.2429830410569316,0.931328824319546,0.7779792832835153,0.45102162840648885,0.1626524750858312,0.49211097197304865,0.02314038607739788,0.0503909865898903,,142.2767894604781,4.0,16.72795688618712,4.0,0.006958904542568797,4.22,0.0030182924575232473,80.37765489624988,2.49,29.610219445591735,2.49,0.003003743530679799,3.4,0.0014251933192544475
7,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,0.5243147782219436,1.4596616364970592,0.5341980698477433,0.6614094388689529,0.8313117091798962,0.7291680382692578,0.12344221686477834,0.4380928480895552,0.7282388658828925,0.10992704272811836,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
8,False,inf,inf,inf,0.0,inf,inf,inf,invalid,nan,1.4702879787986731,0.4717492953822788,0.98638437007294,1.1793770879257701,0.5572243249167228,0.6655552226800164,0.08285250148868695,0.3100623116216534,0.7252742168263565,0.3793171423246922,Web openings are too large; keep a remaining ligament larger than the wall thickness.,,,,,,,,,,,,,,
9,True,33.10908064715542,0.0,0.07785731004240376,5.552172951030455,0.025829210756821947,4.052172951030455,0.6367069566242913,Load Case 1,4.0,1.4779101132365318,1.231761177742844,0.6189034926367188,0.5739235376087825,0.3827744276778323,0.8645374202126233,0.07954017469309606,0.49433723752366315,0.17526720757188374,0.7317508764795885,,428.6609983138735,4.0,5.552172951030455,4.0,0.025829210756821947,3.93,0.009033492177564141,82.75347315562824,8.0,28.760122194800363,8.0,0.002362078508512339,3.98,0.00097746204034228
10,True,180.4659588213247,0.0,0.08938767320832437,10.989811277332358,0.004225967756741579,9.489811277332358,0.8784499644919529,Load Case 1,8.0,1.2251358595687902,0.7675681000933148,1.4618368526582466,0.7206729579442814,1.211062390944416,0.5049138339599621,0.07914205033415714,0.1817567657543738,0.2695679031604111,0.6355727804614046,,216.5642284421208,8.0,10.989811277332358,8.0,0.004225967756741579,4.1,0.0018606886299217182,76.3192281437933,2.49,31.18480175816027,2.49,0.0026194776197024164,3.66,0.0010782144270680605
