evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,durability_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
1,True,576.8290216376307,0.0,0.07134215033536244,8.430643047765585,0.012222486739987366,6.930643047765585,0.703845641596233,0.0,Load Case 2,5.0,0.5828217792690242,0.9871648753302177,1.0802285893675845,0.9898452129959758,0.6188091677159745,0.7081670043632862,0.07757663644065271,0.22796683686899066,0.37658727276253107,0.5240988715537207,,265.44453307870043,4.0,8.966091606393585,4.0,0.012222486739987366,4.07,0.004518445524381853,282.3034952987107,5.0,8.430643047765585,5.0,0.010067951219367167,4.08,0.004001567906929772
2,True,3828.3478156761335,0.0,0.12966646758437939,19.36004340787177,0.0035868598012849043,17.86004340787177,0.888685671564512,0.0,Load Case 2,5.0,1.0527185031127821,1.357884977521322,0.8151349029567558,0.5750135716218758,0.9468489827417528,1.0862320327795771,0.1156495758006976,0.29783899864382746,0.4422240095843387,0.3050013096934589,,90.62991738696323,4.0,26.26064404139415,4.0,0.0035868598012849043,3.72,0.0016437743617319293,122.93360866289663,5.0,19.36004340787177,5.0,0.0031613223309223996,4.39,0.0014724452605851049
3,False,inf,inf,inf,0.0,inf,inf,inf,inf,invalid,nan,1.3454101682621933,1.3435570948718016,0.7545267605521007,0.530485785411862,0.7700515961608179,1.1906985556905312,0.15592865459421995,0.48717756671159745,0.527857437976143,0.07530736953111732,Web openings are too large; keep a remaining ligament larger than 0.156 in.,,,,,,,,,,,,,,
4,False,309.16762444269375,0.0,0.057307681367084196,6.572530962456186,0.01638743825122293,5.072530962456186,0.670886631886388,0.0001605812892659607,Load Case 2,5.0,0.4288394995852651,0.8843014400722329,0.6344366114199143,0.6759338421101151,0.7552240089984268,0.6381309164380295,0.07056247435933766,0.18948605407141925,0.26872149469451234,0.30057473056824496,Durability check failed: width ratio 2.062 exceeds 2.000.,228.14621424238015,4.0,10.431906608239894,4.0,0.012424928156580639,3.98,0.005046044557679905,362.1131666925739,5.0,6.572530962456186,5.0,0.01638743825122293,4.2,0.007237666778043411
5,False,1237.9560429321484,0.0,0.10890500032687707,11.639552812582492,0.004879369476393382,10.139552812582492,0.8604990327539372,0.07381027091300689,Load Case 2,8.0,1.129019494917463,1.401233889786119,0.4467962956116261,1.0429560132291311,0.9610679007699352,0.4661027317555567,0.10138847463788997,0.06485449912937817,0.6646865762510495,0.1440525045830108,Durability check failed: height ratio 2.238 exceeds 2.000. | Durability check failed: width ratio 3.136 exceeds 2.000. | Durability check failed: max profile slope 0.239 in/in exceeds 0.180 in/in.,118.02713867822852,4.0,20.164853834917363,4.0,0.004554477764792763,4.58,0.0025808691497907973,204.4752095138219,8.0,11.639552812582492,8.0,0.004879369476393382,5.0,0.003300473864689679
6,False,inf,inf,inf,0.0,inf,inf,inf,inf,invalid,nan,1.3493167152807217,0.9163379512645174,0.9912588141466654,0.5243843378365683,0.6408819039021987,0.5822092131634367,0.14137148099449712,0.6271380030479655,0.5753540098261555,0.5628696530851979,Web openings are too large; keep a remaining ligament larger than 0.141 in.,,,,,,,,,,,,,,
7,False,inf,inf,inf,0.0,inf,inf,inf,inf,invalid,nan,1.0205339699587934,1.42390810996373,0.6837330263957615,0.7206263120843024,0.8725848580105968,0.554084180121616,0.1221949902846026,0.2025098856907584,0.5030202179958022,0.2517122926411613,Web openings are too large; keep a remaining ligament larger than 0.122 in.,,,,,,,,,,,,,,
8,False,4957.904337527467,0.0,0.16516275069255698,21.82496249998348,0.004164510018224994,20.32496249998348,0.9089108783869837,0.0007102365752637998,Load Case 1,4.0,0.6288788342718202,1.3398635212610577,0.9531304951247509,1.0696365507300132,0.7317050177410835,1.1701623601871824,0.1395163488620748,0.28209769425914133,0.04746368046965143,0.03424407537006623,Durability check failed: width ratio 2.131 exceeds 2.000.,109.0494428112672,4.0,21.82496249998348,4.0,0.004164510018224994,3.93,0.0015399732028061157,106.06252383497933,5.0,22.439594250114176,5.0,0.0032118050733342157,4.12,0.0013602586175650118
9,True,4429.450468725941,0.0,0.1906694411897873,20.711107842849966,0.004037427144905309,19.211107842849966,0.9196493788281983,0.0,Load Case 1,4.0,1.1960954336370615,1.2235947643958696,1.28425666306125,1.0617154429769564,0.7227401148294379,1.1508286496582936,0.1555328721977472,0.09376400655534672,0.07952740963593158,0.552435131546367,,114.91418122385183,4.0,20.711107842849966,4.0,0.004037427144905309,3.96,0.0014165184336546917,103.03677949734046,5.0,23.098548029263974,5.0,0.0027926142518430812,4.21,0.0010969856435966846
10,False,2050.6296128728973,0.0,0.1635437596379744,14.570367370463275,0.006518382755914367,13.070367370463275,0.896285085116782,7.77636849634572e-05,Load Case 2,4.0,1.0814963492274963,0.7027382202059627,1.431088468793405,0.9758819712974356,1.1138683987342812,0.8929257919689984,0.13884395455489962,0.25827260558751536,0.02610692036497201,0.18471339212784132,Durability check failed: width ratio 2.036 exceeds 2.000. | Durability check failed: max profile slope 0.182 in/in exceeds 0.180 in/in.,94.44238897781608,4.0,25.200548458796895,4.0,0.0028953700648975123,3.98,0.001088612753396592,163.34522936083843,4.0,14.570367370463275,4.0,0.006518382755914367,4.07,0.00228498910806417
