evaluation_id,feasible,objective,penalty,weight_lbf,min_factor_of_safety,max_deflection_in,excess_factor_of_safety,underutilization_score,uniformity_score,symmetry_score,smoothness_score,durability_score,governing_load_case,governing_x_in,left_width_in,mid_width_in,right_width_in,left_height_in,mid_height_in,right_height_in,wall_thickness_in,left_web_opening_ratio,mid_web_opening_ratio,right_web_opening_ratio,violations,load_case_1_max_von_mises_psi,load_case_1_max_von_mises_x_in,load_case_1_min_factor_of_safety,load_case_1_min_factor_of_safety_x_in,load_case_1_max_deflection_in,load_case_1_max_deflection_x_in,load_case_1_max_slope_rad,load_case_2_max_von_mises_psi,load_case_2_max_von_mises_x_in,load_case_2_min_factor_of_safety,load_case_2_min_factor_of_safety_x_in,load_case_2_max_deflection_in,load_case_2_max_deflection_x_in,load_case_2_max_slope_rad
745,False,66.911272840101,0.0,0.06559498245803516,3.29058399002649,0.05581987483735329,1.79058399002649,0.6005408501821433,0.43007591305189496,0.036822528244364036,0.015150425106343034,0.0013276089483120533,Load Case 2,5.5,0.6000069285040597,0.3787927366204468,0.6984608631415665,1.078690561457718,0.9810629691175288,0.8267645622249498,0.06504913340507393,0.10407449988029992,0.18127385371887583,0.03088163241792858,Durability check failed: minimum shell area ratio 0.291 is below 0.320.,292.5450801418562,4.5,8.135498292591109,4.5,0.009854870146208946,4.5675,0.003757479350010798,723.2758705486926,5.5,3.29058399002649,5.5,0.05581987483735329,4.6575,0.02056458015759716
746,False,236.73739335207233,0.0,0.07661389182964862,5.033329946331632,0.029390392854472577,3.533329946331632,0.6949578168285167,0.5781894122979961,0.21928609618508602,0.012219204239239325,1.2338935644211618e-05,Load Case 2,4.5,0.631686578892868,0.5778280154338516,0.804214135983139,0.5029970536352464,0.6367674217047218,1.0348335999800975,0.08171749097712881,0.17652585359906275,0.0004968576594122788,0.06903860078439145,Durability check failed: minimum shell area ratio 0.317 is below 0.320.,367.31330475063055,4.5,6.4794821456733915,4.5,0.018766712283757515,4.21875,0.00785527469122884,472.8480003053606,4.5,5.033329946331632,4.5,0.029390392854472577,4.5337499999999995,0.010898944876988104
747,False,13.153247688656919,0.0,0.0555632909454087,2.132018569764155,0.08177456313415712,0.6320185697641549,0.47878307834180456,0.2598514190638922,0.1791189802317404,0.028520292270147657,0.003339989488676503,Load Case 2,5.5,0.687243737863355,0.4372034950235258,0.34497456167430984,0.9943629836415022,0.5151762783535591,1.0243659597389994,0.06820856422175746,0.1971031407157476,0.187471568160592,0.06388198150896683,Durability check failed: minimum shell area ratio 0.275 is below 0.320.,719.8671796029276,4.5,3.3061654530670324,4.5,0.03178985333651553,4.5337499999999995,0.010747182412965184,1116.3129785793924,5.5,2.132018569764155,5.5,0.08177456313415712,4.95,0.03496373503934812
748,False,385.0129691013329,0.0,0.06894599358565856,6.041961818549144,0.01824888984789366,4.541961818549144,0.7382195873396983,0.66005759020031,0.07163812670993344,0.004324082116385713,0.00215762124810483,Load Case 2,5.5,0.7409007618340595,0.7552571581970298,0.6030404830074572,0.5751010602473021,0.8567382511288202,0.9028222475490693,0.06541693397474738,0.1822046340218485,0.10831088009165335,0.09390012215307092,Durability check failed: minimum shell area ratio 0.284 is below 0.320.,223.70760963577823,4.5,10.638887089602871,4.5,0.010214883695447829,4.35375,0.004282825913321529,393.91179081821963,5.5,6.041961818549144,5.5,0.01824888984789366,4.8374999999999995,0.007914602511985174
749,True,65.20438084377244,0.0,0.09079072998620374,3.2615663476589316,0.054835138104924686,1.7615663476589316,0.6058227084988116,0.440025975692905,0.12854567625775493,0.01207040839102841,0.0,Load Case 2,5.5,0.6443977714168365,0.4132832936426635,0.42914705468108627,0.7790604284401664,0.7193950649214689,1.1331807878720999,0.11028225935920473,0.08571674847440215,0.16164998784843834,0.09095722632734926,,335.7566352857054,4.5,7.088467508541675,4.5,0.013384117293777162,4.41,0.004929245422434001,729.7107421126977,5.5,3.2615663476589316,5.5,0.054835138104924686,4.82625,0.022116452079884587
750,True,131.8685393412865,0.0,0.11398478796168161,4.087132626907943,0.046921617948867796,2.587132626907943,0.6616735408659519,0.545161872719456,0.24120526131816097,0.021042653316654614,0.0,Load Case 2,4.5,0.4008942697186544,0.36143828555599483,0.8001221713414082,1.147057952707081,1.0407393667029048,1.06857607043058,0.11234201775574583,0.19007248434094715,0.07210511125097441,0.026714406636925394,,189.19979639335136,4.5,12.579294721078437,4.5,0.005745972538255775,4.44375,0.002130375331429751,582.315333818896,4.5,4.087132626907943,4.5,0.046921617948867796,4.41,0.017500835113375576
751,True,112.15213428002826,0.0,0.09765308862953175,3.8692543883773522,0.04208042169225811,2.3692543883773522,0.6694061311557338,0.5297567373073598,0.14186414749714193,0.015920023164276455,0.0,Load Case 2,5.5,0.7850438262100975,0.4190921149971659,0.47219105990019894,0.9112120674767061,1.012914697556815,0.6827031727494288,0.10212294136790434,0.06454138853288714,0.03785057197179199,0.12313636895642154,,190.74608615976751,4.5,12.477320231915687,4.5,0.007274677483437672,4.69125,0.003075373153135949,615.1055891153488,5.5,3.8692543883773522,5.5,0.04208042169225811,4.9725,0.01825080296739327
752,False,544.8289201637549,0.0,0.07406429348053771,6.92796865159992,0.016382241019208984,5.42796865159992,0.7518952479531615,0.69651279975315,0.010035768208171742,0.009467851576597122,0.004579117832854213,Load Case 2,5.5,0.501282666816591,0.7715172283642515,0.6050981340780137,0.8184263547646204,1.054289977547931,0.782844920436537,0.06577204909247407,0.09734534859485101,0.04716993650902021,0.15992575525374242,Durability check failed: minimum shell area ratio 0.267 is below 0.320.,162.01876295857107,4.5,14.689656657905584,4.5,0.00654644462490264,4.5,0.0026442775342589045,343.5350417543202,5.5,6.92796865159992,5.5,0.016382241019208984,4.78125,0.007207943914715874
753,True,330.2660888788566,0.0,0.06898270447362302,5.698009449302643,0.022584781387629656,4.198009449302643,0.7017600756148809,0.6349898753981467,0.05604241379524768,0.012331985847295411,0.0,Load Case 2,5.5,0.3382284946282247,0.7261396227199726,0.5755221347652351,0.8365993061461233,0.8025652967062908,0.7730210741394732,0.07164860144585752,0.06787455257951236,0.12620833040413307,0.06281805242685655,,237.0730873722384,4.5,10.03909818014502,4.5,0.011089023458544203,4.48875,0.004306698041677899,417.6897250128778,5.5,5.698009449302643,5.5,0.022584781387629656,4.64625,0.009509906634639895
754,True,32.24079913836362,0.0,0.07084513296562354,2.6795736728417796,0.08351603414108988,1.1795736728417796,0.47080393978537005,0.33822101275292865,0.026197735753332747,0.0031834697469780198,0.0,Load Case 2,5.5,0.3082480588585437,0.35521131070023754,0.3485207978186228,0.986231195201317,1.0531362630185557,0.7557339713695335,0.08449428977957436,0.09804127624467812,0.18596676007331914,0.015100936578942912,,224.21760583678852,4.5,10.614688311909097,4.5,0.008573179542868174,4.601249999999999,0.0035353985505000916,888.2009941066217,5.5,2.6795736728417796,5.5,0.08351603414108988,4.7924999999999995,0.03557587638042683
